1 Day Song Growth Rank,Change in 1 Day Song Growth Rank,1 Day Video Count Change,Song Title,Song Artist,Aggregate Video Count,Change in Video Count over Past 7 Days,Aggregate Video Views,Aggregate Video Engagements,Aggregate Sound Count,Top Performing Sound URLs
2833,+486,0.0,Cold War,Janelle Monáe,24.0,0.0,1269233.0,226563.0,1.0,['https://m.tiktok.com/h5/share/music/5000000000370918965.html?language=en&source=h5_m&u_code=e0ci3eeic83m21&_d=e0ci3eeic83m21&share_music_id=5000000000370918965']
2834,+626,0.0,Sunday Drive,Brett Eldredge,1.0,0.0,5272.0,733.0,1.0,['https://m.tiktok.com/h5/share/music/7046921376565037871.html?language=en&source=h5_m&u_code=e0ci08360mmill&_d=e0ci08360mmill&share_music_id=7046921376565037871']
2835,+628,0.0,Crush,CARYS,1219.0,-6.0,4293921.0,531241.0,1.0,"['https://m.tiktok.com/h5/share/music/7047324694281784111.html?language=en&source=h5_m&u_code=e0ci721e5ed4jh&_d=e0ci721e5ed4jh&share_music_id=7047324694281784111', 'https://m.tiktok.com/h5/share/music/7035330239303666479.html?language=en&source=h5_m&u_code=e0ci7a9d38dfih&_d=e0ci7a9d38dfih&share_music_id=7035330239303666479']"
2836,-2149,0.0,Make It Rain,Ed Sheeran,2155.0,3.0,87304878.0,13649373.0,3.0,"['https://m.tiktok.com/h5/share/music/6878430305355696902.html?language=en&source=h5_m&u_code=e0ci00il4b39e3&_d=e0ci00il4b39e3&share_music_id=6878430305355696902', 'https://m.tiktok.com/h5/share/music/223062937131802624.html?language=en&source=h5_m&u_code=e0ci8387gbh5k1&_d=e0ci8387gbh5k1&share_music_id=223062937131802624', 'https://m.tiktok.com/h5/share/music/6705036086965454849.html?language=en&source=h5_m&u_code=e0ci662kc8476i&_d=e0ci662kc8476i&share_music_id=6705036086965454849']"
2837,+470,0.0,Riptide,Jasmine Thompson,8757.0,-1.0,1655610.0,209700.0,2.0,"['https://m.tiktok.com/h5/share/music/6704975904373737474.html?language=en&source=h5_m&u_code=e0ci16haddiagf&_d=e0ci16haddiagf&share_music_id=6704975904373737474', 'https://www.tiktok.com/music/RIPTIDE-6941743842018233094?enter_from=h5_t&source=h5_t', 'https://m.tiktok.com/h5/share/music/6798951304485047045.html?language=en&source=h5_m&u_code=e0ci0h20e35b6i&_d=e0ci0h20e35b6i&share_music_id=6798951304485047045']"
2838,+624,0.0,I Need More,PnB Rock,31.0,-1.0,155338.0,3836.0,1.0,['https://m.tiktok.com/h5/share/music/5000000001459325997.html?language=en&source=h5_m&u_code=e0chd81cke0lcm&_d=e0chd81cke0lcm&share_music_id=5000000001459325997']
2839,+297,0.0,Drinks On Us,Mike WiLL Made-It,272.0,0.0,1386348.0,74614.0,3.0,"['https://m.tiktok.com/h5/share/music/6757189423860811777.html?language=en&source=h5_m&u_code=e0chj7744955m7&_d=e0chj7744955m7&share_music_id=6757189423860811777', 'https://m.tiktok.com/h5/share/music/3549645.html?language=en&source=h5_m&u_code=e0ci5d6m7k00h1&_d=e0ci5d6m7k00h1&share_music_id=3549645', 'https://m.tiktok.com/h5/share/music/6962738576031369989.html?language=en&source=h5_m&u_code=e0ci655gi2kci6&_d=e0ci655gi2kci6&share_music_id=6962738576031369989']"
2840,-96,0.0,Sweet but Psycho - Paul Morrell Remix,Ava Max,52.0,0.0,698082.0,55096.0,7.0,"['https://m.tiktok.com/h5/share/music/6968080412706949890.html?language=en&source=h5_m&u_code=e0chh002gh0392&_d=e0chh002gh0392&share_music_id=6968080412706949890', 'https://m.tiktok.com/h5/share/music/7034902390771862298.html?language=en&source=h5_m&u_code=e0chicd156hh07&_d=e0chicd156hh07&share_music_id=7034902390771862298', 'https://m.tiktok.com/h5/share/music/6937105167611398917.html?language=en&source=h5_m&u_code=e0chedeeg6lc9b&_d=e0chedeeg6lc9b&share_music_id=6937105167611398917']"
2841,+659,0.0,Mirror Man - Alex Adair Remix,Ella Henderson,1.0,0.0,347461.0,20491.0,1.0,['https://m.tiktok.com/h5/share/music/7054934842672302895.html?language=en&source=h5_m&u_code=e0ci6d3ae18e86&_d=e0ci6d3ae18e86&share_music_id=7054934842672302895']
2842,+612,0.0,Flamingo,Token,99.0,0.0,123498.0,10823.0,4.0,"['https://m.tiktok.com/h5/share/music/6784769983453857794.html?language=en&source=h5_m&u_code=e0ci3fijhlif22&_d=e0ci3fijhlif22&share_music_id=6784769983453857794', 'https://m.tiktok.com/h5/share/music/7062439129946245935.html?language=en&source=h5_m&u_code=e0chgbfii6g005&_d=e0chgbfii6g005&share_music_id=7062439129946245935', 'https://m.tiktok.com/h5/share/music/7058764735872863022.html?language=en&source=h5_m&u_code=e0ci75kj8cd48e&_d=e0ci75kj8cd48e&share_music_id=7058764735872863022']"
2843,+285,0.0,Feeling Sorry,Paramore,2.0,0.0,68067.0,11155.0,2.0,"['https://m.tiktok.com/h5/share/music/6969287234239400709.html?language=en&source=h5_m&u_code=e0chl283cha982&_d=e0chl283cha982&share_music_id=6969287234239400709', 'https://m.tiktok.com/h5/share/music/6936307773839919878.html?language=en&source=h5_m&u_code=e0chg72g6b2emf&_d=e0chg72g6b2emf&share_music_id=6936307773839919878']"
2844,+465,0.0,Middle of It (feat. Vory),Meek Mill,11.0,0.0,139234.0,17952.0,8.0,"['https://m.tiktok.com/h5/share/music/6937736944088599302.html?language=en&source=h5_m&u_code=e0chgjk00hb1ab&_d=e0chgjk00hb1ab&share_music_id=6937736944088599302', 'https://m.tiktok.com/h5/share/music/7041961042867833606.html?language=en&source=h5_m&u_code=e0chlh9m1ad13k&_d=e0chlh9m1ad13k&share_music_id=7041961042867833606', 'https://m.tiktok.com/h5/share/music/7041958320156281606.html?language=en&source=h5_m&u_code=e0ci1ka751549c&_d=e0ci1ka751549c&share_music_id=7041958320156281606']"
2845,+1849,0.0,Red Roses (feat. Landon Cube),Lil Skies,49452.0,-248.0,111666099.0,24648016.0,12.0,"['https://m.tiktok.com/h5/share/music/6794838883323366150.html?language=en&source=h5_m&u_code=e0ci36ci4l4h9f&_d=e0ci36ci4l4h9f&share_music_id=6794838883323366150', 'https://m.tiktok.com/h5/share/music/6781570128094989062.html?language=en&source=h5_m&u_code=e0chje2l69j3k1&_d=e0chje2l69j3k1&share_music_id=6781570128094989062', 'https://m.tiktok.com/h5/share/music/274382126228131840.html?language=en&source=h5_m&u_code=e0ci0f6edif97m&_d=e0ci0f6edif97m&share_music_id=274382126228131840']"
2846,+296,0.0,4:30am,Kevin Gates,19.0,0.0,20453.0,1660.0,2.0,"['https://m.tiktok.com/h5/share/music/6704975980324194305.html?language=en&source=h5_m&u_code=e0ci0h20e35b6i&_d=e0ci0h20e35b6i&share_music_id=6704975980324194305', 'https://m.tiktok.com/h5/share/music/7059482019729853230.html?language=en&source=h5_m&u_code=e0chk32878l9lh&_d=e0chk32878l9lh&share_music_id=7059482019729853230']"
2847,-2530,0.0,Thinking out Loud,Jasmine Thompson,852.0,88.0,814570.0,76457.0,3.0,"['https://www.tiktok.com/music/Thinking-Out-Loud-2098?enter_from=h5_t&source=h5_t', 'https://m.tiktok.com/h5/share/music/212000395836157952.html?language=en&source=h5_m&u_code=e0chmm9cg8d7h2&_d=e0chmm9cg8d7h2&share_music_id=212000395836157952', 'https://m.tiktok.com/h5/share/music/6705023369357559809.html?language=en&source=h5_m&u_code=e0chhe2i3e7i72&_d=e0chhe2i3e7i72&share_music_id=6705023369357559809']"
2848,-1613,0.0,"SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith)",Big Scarr,124.0,4.0,5691780.0,437704.0,5.0,"['https://m.tiktok.com/h5/share/music/6943291813218274054.html?language=en&source=h5_m&u_code=e0chf303bbg37k&_d=e0chf303bbg37k&share_music_id=6943291813218274054', 'https://m.tiktok.com/h5/share/music/6959664261870357254.html?language=en&source=h5_m&u_code=e0ci26h8emac01&_d=e0ci26h8emac01&share_music_id=6959664261870357254', 'https://m.tiktok.com/h5/share/music/7049117358656604974.html?language=en&source=h5_m&u_code=e0chg1a0fh4463&_d=e0chg1a0fh4463&share_music_id=7049117358656604974']"
2849,+464,0.0,Dedication (feat. Kendrick Lamar),Nipsey Hussle,9.0,0.0,169446.0,4363.0,4.0,"['https://m.tiktok.com/h5/share/music/6960713016967039749.html?language=en&source=h5_m&u_code=e0ci7g1m3li986&_d=e0ci7g1m3li986&share_music_id=6960713016967039749', 'https://m.tiktok.com/h5/share/music/7052054893187681029.html?language=en&source=h5_m&u_code=e0chijjkmak9dg&_d=e0chijjkmak9dg&share_music_id=7052054893187681029', 'https://m.tiktok.com/h5/share/music/7025734192743009071.html?language=en&source=h5_m&u_code=e0chd34kc76akl&_d=e0chd34kc76akl&share_music_id=7025734192743009071']"
2850,+1860,0.0,Cardigan,Don Toliver,45551.0,-259.0,205809009.0,26034285.0,17.0,"['https://m.tiktok.com/h5/share/music/6803571285684127745.html?language=en&source=h5_m&u_code=e0chf771j72ig1&_d=e0chf771j72ig1&share_music_id=6803571285684127745', 'https://m.tiktok.com/h5/share/music/6829477346219657217.html?language=en&source=h5_m&u_code=e0ci3lf24g3fde&_d=e0ci3lf24g3fde&share_music_id=6829477346219657217', 'https://m.tiktok.com/h5/share/music/6831600698946685702.html?language=en&source=h5_m&u_code=e0chhihml34818&_d=e0chhihml34818&share_music_id=6831600698946685702']"
2851,+626,0.0,Ridin Round Town,Jack Harlow,21.0,-1.0,63061.0,4363.0,2.0,"['https://m.tiktok.com/h5/share/music/5000000001213528990.html?language=en&source=h5_m&u_code=e0ci8l81c2081i&_d=e0ci8l81c2081i&share_music_id=5000000001213528990', 'https://m.tiktok.com/h5/share/music/7041609623526591237.html?language=en&source=h5_m&u_code=e0chl3b440ajeg&_d=e0chl3b440ajeg&share_music_id=7041609623526591237']"
2852,-2210,0.0,Recess (feat. Fatman Scoop and Michael Angelakos) - Milo and Otis Remix,Skrillex,8842.0,3.0,19548605.0,496498.0,2.0,"['https://m.tiktok.com/h5/share/music/6490372277362756365.html?language=en&source=h5_m&u_code=e0ci5j6mb8kd34&_d=e0ci5j6mb8kd34&share_music_id=6490372277362756365', 'https://m.tiktok.com/h5/share/music/7036188832387320623.html?language=en&source=h5_m&u_code=e0chb6a1kk926a&_d=e0chb6a1kk926a&share_music_id=7036188832387320623']"
2853,-1626,0.0,All of Me,Jasmine Thompson,4885.0,1.0,1925719.0,339390.0,3.0,"['https://m.tiktok.com/h5/share/music/291320229123768320.html?language=en&source=h5_m&u_code=e0ci5jgehc38jk&_d=e0ci5jgehc38jk&share_music_id=291320229123768320', 'https://m.tiktok.com/h5/share/music/6728624632263346177.html?language=en&source=h5_m&u_code=e0chf76b65f5j8&_d=e0chf76b65f5j8&share_music_id=6728624632263346177', 'https://m.tiktok.com/h5/share/music/6886419200500386562.html?language=en&source=h5_m&u_code=e0ci7gae08igjd&_d=e0ci7gae08igjd&share_music_id=6886419200500386562']"
2854,+1279,0.0,Fuji Opener (feat. Alvin Risk),Skrillex,8635.0,-19.0,22613096.0,1129220.0,2.0,"['https://m.tiktok.com/h5/share/music/6714240155839891457.html?language=en&source=h5_m&u_code=e0ci8f0dmk8emb&_d=e0ci8f0dmk8emb&share_music_id=6714240155839891457', 'https://m.tiktok.com/h5/share/music/6828202507831986945.html?language=en&source=h5_m&u_code=e0chld9dkl88gh&_d=e0chld9dkl88gh&share_music_id=6828202507831986945']"
2855,-1710,0.0,Good as Hell - Nick Catchdubs Remix,Lizzo,179.0,1.0,115672.0,8669.0,1.0,['https://m.tiktok.com/h5/share/music/268673650265088000.html?language=en&source=h5_m&u_code=e0ci58l94587fd&_d=e0ci58l94587fd&share_music_id=268673650265088000']
2856,+231,0.0,Real Hitta (feat. Kodak Black),Plies,10235.0,9.0,3096559.0,446422.0,3.0,"['https://m.tiktok.com/h5/share/music/229889494240534528.html?language=en&source=h5_m&u_code=e0chlbf6hflg2b&_d=e0chlbf6hflg2b&share_music_id=229889494240534528', 'https://m.tiktok.com/h5/share/music/6963782624762546949.html?language=en&source=h5_m&u_code=e0ci6m5mge2b16&_d=e0ci6m5mge2b16&share_music_id=6963782624762546949', 'https://m.tiktok.com/h5/share/music/7034678788550167301.html?language=en&source=h5_m&u_code=e0chac7db5fjcc&_d=e0chac7db5fjcc&share_music_id=7034678788550167301']"
2857,-2305,0.0,Contact (feat. Tyga),Wiz Khalifa,6122.0,20.0,9097435.0,1000803.0,3.0,"['https://m.tiktok.com/h5/share/music/6807266332065662978.html?language=en&source=h5_m&u_code=e0ci0mb7l7bab6&_d=e0ci0mb7l7bab6&share_music_id=6807266332065662978', 'https://m.tiktok.com/h5/share/music/6807266340429121537.html?language=en&source=h5_m&u_code=e0ci75m2aefc4m&_d=e0ci75m2aefc4m&share_music_id=6807266340429121537', 'https://m.tiktok.com/h5/share/music/6817695430290180097.html?language=en&source=h5_m&u_code=e0chhik2ik039k&_d=e0chhik2ik039k&share_music_id=6817695430290180097']"
2858,-129,0.0,Fever Dreams,Rozei,287.0,-2.0,5992262.0,309896.0,2.0,"['https://m.tiktok.com/h5/share/music/6997399812588963842.html?language=en&source=h5_m&u_code=e0ci5ccbh5ikac&_d=e0ci5ccbh5ikac&share_music_id=6997399812588963842', 'https://m.tiktok.com/h5/share/music/7020108094206167813.html?language=en&source=h5_m&u_code=e0chej6mk6je0k&_d=e0chej6mk6je0k&share_music_id=7020108094206167813']"
2859,+434,0.0,Sin Again,Bway Yungy,185.0,1.0,65207.0,7851.0,1.0,['https://m.tiktok.com/h5/share/music/6784931652754737154.html?language=en&source=h5_m&u_code=e0chj681kb64e4&_d=e0chj681kb64e4&share_music_id=6784931652754737154']
2860,+465,0.0,Adeline (feat. Paigey Cakey and Hex) - ADP Version,alt-J,12.0,0.0,3007.0,102.0,1.0,['https://m.tiktok.com/h5/share/music/6704960985020516353.html?language=en&source=h5_m&u_code=e0chlegbaj184f&_d=e0chlegbaj184f&share_music_id=6704960985020516353']
2861,-2529,0.0,Strapped Up (feat. Mike Sherm and G-BO Lean),AzChike,4248.0,113.0,1116304.0,148780.0,2.0,"['https://m.tiktok.com/h5/share/music/6901686921773288193.html?language=en&source=h5_m&u_code=e0ci3m92f1h40d&_d=e0ci3m92f1h40d&share_music_id=6901686921773288193', 'https://m.tiktok.com/h5/share/music/6987930329084349189.html?language=en&source=h5_m&u_code=e0chd7dh5hfi01&_d=e0chd7dh5hfi01&share_music_id=6987930329084349189']"
2862,+465,0.0,Hell and Back,YoungBoy Never Broke Again,205.0,5.0,183050.0,17535.0,2.0,"['https://m.tiktok.com/h5/share/music/224786735342288896.html?language=en&source=h5_m&u_code=e0chkb61fe36kf&_d=e0chkb61fe36kf&share_music_id=224786735342288896', 'https://m.tiktok.com/h5/share/music/6704975326998431746.html?language=en&source=h5_m&u_code=e0chjjmil1ljgh&_d=e0chjjmil1ljgh&share_music_id=6704975326998431746']"
2863,+1188,0.0,Otherside Of America,Meek Mill,3923.0,-4.0,17280178.0,2089303.0,5.0,"['https://m.tiktok.com/h5/share/music/6834945818441549825.html?language=en&source=h5_m&u_code=e0chclfhgd3dbg&_d=e0chclfhgd3dbg&share_music_id=6834945818441549825', 'https://m.tiktok.com/h5/share/music/6835038462027008001.html?language=en&source=h5_m&u_code=e0ci0190036j38&_d=e0ci0190036j38&share_music_id=6835038462027008001', 'https://m.tiktok.com/h5/share/music/6978281716863486726.html?language=en&source=h5_m&u_code=e0ci2a2l2abflc&_d=e0ci2a2l2abflc&share_music_id=6978281716863486726']"
2864,+417,0.0,Misery Business - Single Version,Paramore,1.0,0.0,53091.0,8102.0,1.0,['https://m.tiktok.com/h5/share/music/7050215703768468229.html?language=en&source=h5_m&u_code=e0chff3c73l117&_d=e0chff3c73l117&share_music_id=7050215703768468229']
2865,+408,0.0,Moving Too Fast,Skooly,25.0,0.0,11103.0,1024.0,1.0,['https://m.tiktok.com/h5/share/music/6755574810505381889.html?language=en&source=h5_m&u_code=e0chhjbj0gg90c&_d=e0chhjbj0gg90c&share_music_id=6755574810505381889']
2866,+426,0.0,Weeds,MARINA,1.0,0.0,52746.0,16897.0,1.0,['https://m.tiktok.com/h5/share/music/7049027185436674821.html?language=en&source=h5_m&u_code=e0chjd8dmd4fej&_d=e0chjd8dmd4fej&share_music_id=7049027185436674821']
2867,+1773,0.0,Ms,alt-J,40735.0,-168.0,221366584.0,44210494.0,6.0,"['https://m.tiktok.com/h5/share/music/6704977087503009793.html?language=en&source=h5_m&u_code=e0chk1m3c998k5&_d=e0chk1m3c998k5&share_music_id=6704977087503009793', 'https://m.tiktok.com/h5/share/music/6980678504002145029.html?language=en&source=h5_m&u_code=e0ci459b4a8f31&_d=e0ci459b4a8f31&share_music_id=6980678504002145029', 'https://m.tiktok.com/h5/share/music/7042500747446995759.html?language=en&source=h5_m&u_code=e0ci1jig5ijjhh&_d=e0ci1jig5ijjhh&share_music_id=7042500747446995759']"
2868,+184,0.0,We Don't Talk Anymore (feat. Selena Gomez) - Attom Remix,Charlie Puth,117.0,1.0,288873.0,23268.0,2.0,"['https://m.tiktok.com/h5/share/music/6704983117825869825.html?language=en&source=h5_m&u_code=e0ch8f0eieia8d&_d=e0ch8f0eieia8d&share_music_id=6704983117825869825', 'https://m.tiktok.com/h5/share/music/7045546931723963137.html?language=en&source=h5_m&u_code=e0ci2gedc78mah&_d=e0ci2gedc78mah&share_music_id=7045546931723963137']"
2869,-1896,0.0,Buss,Rico Nasty,387.0,1.0,5420964.0,707239.0,3.0,"['https://m.tiktok.com/h5/share/music/6992807625503016961.html?language=en&source=h5_m&u_code=e0ci4cegg499hh&_d=e0ci4cegg499hh&share_music_id=6992807625503016961', 'https://m.tiktok.com/h5/share/music/6991896532111248133.html?language=en&source=h5_m&u_code=e0chfcc602hgfd&_d=e0chfcc602hgfd&share_music_id=6991896532111248133', 'https://m.tiktok.com/h5/share/music/7031553448600603438.html?language=en&source=h5_m&u_code=e0chl793i5kile&_d=e0chl793i5kile&share_music_id=7031553448600603438']"
2870,+452,0.0,In Charge,Kranium,1.0,0.0,995.0,31.0,1.0,['https://m.tiktok.com/h5/share/music/6979968779023436549.html?language=en&source=h5_m&u_code=e0ci1heiamhe44&_d=e0ci1heiamhe44&share_music_id=6979968779023436549']
2871,+414,0.0,Curious - Marian Hill Remix,Hayley Kiyoko,299.0,-2.0,443312.0,46248.0,2.0,"['https://m.tiktok.com/h5/share/music/6906677087009082117.html?language=en&source=h5_m&u_code=e0chhj4j0c2bi2&_d=e0chhj4j0c2bi2&share_music_id=6906677087009082117', 'https://m.tiktok.com/h5/share/music/6704958600529315841.html?language=en&source=h5_m&u_code=e0ci56m3ek32be&_d=e0ci56m3ek32be&share_music_id=6704958600529315841']"
2872,-2022,0.0,ROTTEN (feat. EST Gee),Jack Harlow,418.0,9.0,575959.0,31714.0,1.0,['https://m.tiktok.com/h5/share/music/6737670632336525314.html?language=en&source=h5_m&u_code=e0ci8bl64ee6fm&_d=e0ci8bl64ee6fm&share_music_id=6737670632336525314']
2873,+422,0.0,Gas,Shoreline Mafia,1.0,0.0,6022.0,680.0,1.0,['https://m.tiktok.com/h5/share/music/7038326974900620037.html?language=en&source=h5_m&u_code=e0chg1ebe6hkeb&_d=e0chg1ebe6hkeb&share_music_id=7038326974900620037']
2874,-1667,0.0,Bottle Service,Shoreline Mafia,6.0,1.0,239085.0,65943.0,2.0,"['https://m.tiktok.com/h5/share/music/7016467921253731078.html?language=en&source=h5_m&u_code=e0ci63hh12825j&_d=e0ci63hh12825j&share_music_id=7016467921253731078', 'https://m.tiktok.com/h5/share/music/6962930345964587781.html?language=en&source=h5_m&u_code=e0ci2dkmd241ji&_d=e0ci2dkmd241ji&share_music_id=6962930345964587781']"
2875,+446,0.0,Say Something,Jasmine Thompson,128.0,0.0,248882.0,24066.0,2.0,"['https://m.tiktok.com/h5/share/music/6843264563014683394.html?language=en&source=h5_m&u_code=e0ci3ifddk04m3&_d=e0ci3ifddk04m3&share_music_id=6843264563014683394', 'https://m.tiktok.com/h5/share/music/7034436474770639643.html?language=en&source=h5_m&u_code=e0chhcid3g87hm&_d=e0chhcid3g87hm&share_music_id=7034436474770639643']"
2876,+177,0.0,Gotta Be A Reason,Alec Benjamin,1314.0,2.0,1741347.0,173620.0,3.0,"['https://m.tiktok.com/h5/share/music/6704965136752314369.html?language=en&source=h5_m&u_code=e0chl248hg94h4&_d=e0chl248hg94h4&share_music_id=6704965136752314369', 'https://m.tiktok.com/h5/share/music/6989688564724271878.html?language=en&source=h5_m&u_code=e0ci4fj10dd2eg&_d=e0ci4fj10dd2eg&share_music_id=6989688564724271878', 'https://m.tiktok.com/h5/share/music/6987356839549700869.html?language=en&source=h5_m&u_code=e0chmb9gda6lag&_d=e0chmb9gda6lag&share_music_id=6987356839549700869']"
2877,+422,0.0,Facetime,Tank,38.0,1.0,28426.0,4191.0,1.0,['https://m.tiktok.com/h5/share/music/6808070379744004097.html?language=en&source=h5_m&u_code=e0che1c0g9ek1i&_d=e0che1c0g9ek1i&share_music_id=6808070379744004097']
2878,+579,0.0,Rich Criminals (feat. Cootie & BIG30),BiC Fizzle,1.0,0.0,12743.0,594.0,1.0,['https://m.tiktok.com/h5/share/music/7026482473852914478.html?language=en&source=h5_m&u_code=e0ci0fm0c5da6d&_d=e0ci0fm0c5da6d&share_music_id=7026482473852914478']
2879,-2313,0.0,A Moment Like This,Kelly Clarkson,2484.0,25.0,4814059.0,557892.0,11.0,"['https://m.tiktok.com/h5/share/music/223221766801055744.html?language=en&source=h5_m&u_code=e0ci6jjdef973i&_d=e0ci6jjdef973i&share_music_id=223221766801055744', 'https://m.tiktok.com/h5/share/music/7051769262590987034.html?language=en&source=h5_m&u_code=e0chfjgb55iid4&_d=e0chfjgb55iid4&share_music_id=7051769262590987034', 'https://m.tiktok.com/h5/share/music/6957161938526735106.html?language=en&source=h5_m&u_code=e0chjed689k0b1&_d=e0chjed689k0b1&share_music_id=6957161938526735106']"
2880,+594,0.0,Darker,Gucci Mane,1.0,0.0,11059.0,278.0,1.0,['https://m.tiktok.com/h5/share/music/7012022325629422337.html?language=en&source=h5_m&u_code=e0chm3ici7mm25&_d=e0chm3ici7mm25&share_music_id=7012022325629422337']
2881,-2782,0.0,Happy Together,Weezer,31105.0,660.0,127771084.0,16086215.0,10.0,"['https://m.tiktok.com/h5/share/music/6704949276952233986.html?language=en&source=h5_m&u_code=e0ci38bl8dj3f8&_d=e0ci38bl8dj3f8&share_music_id=6704949276952233986', 'https://m.tiktok.com/h5/share/music/6977389485172591366.html?language=en&source=h5_m&u_code=e0chej6mk6je0k&_d=e0chej6mk6je0k&share_music_id=6977389485172591366', 'https://m.tiktok.com/h5/share/music/7036085104346778373.html?language=en&source=h5_m&u_code=e0chkk0fk8e3i9&_d=e0chkk0fk8e3i9&share_music_id=7036085104346778373']"
2882,-2558,0.0,"If I'm Lyin', I'm Flyin'",Kodak Black,31448.0,68.0,15593633.0,1344315.0,6.0,"['https://m.tiktok.com/h5/share/music/6609129762340211461.html?language=en&source=h5_m&u_code=e0chfh390jlc1e&_d=e0chfh390jlc1e&share_music_id=6609129762340211461', 'https://m.tiktok.com/h5/share/music/6635344595834112005.html?language=en&source=h5_m&u_code=e0chh11bci7blf&_d=e0chh11bci7blf&share_music_id=6635344595834112005', 'https://m.tiktok.com/h5/share/music/6704958430429317122.html?language=en&source=h5_m&u_code=e0chje2l6a04i2&_d=e0chje2l6a04i2&share_music_id=6704958430429317122']"
2883,+427,0.0,Target,Cordae,135.0,0.0,4284866.0,162325.0,1.0,['https://m.tiktok.com/h5/share/music/6704959147114252290.html?language=en&source=h5_m&u_code=e0ci2208hl2kjj&_d=e0ci2208hl2kjj&share_music_id=6704959147114252290']
2884,+844,0.0,"Cadillac Drive (feat. Price) [from Insecure: Music From The HBO Original Series, Season 4]",Pink Sweat$,37.0,-1.0,227097.0,17570.0,1.0,['https://m.tiktok.com/h5/share/music/6836419722716645378.html?language=en&source=h5_m&u_code=e0ci3c281ebi3d&_d=e0ci3c281ebi3d&share_music_id=6836419722716645378']
2885,-2311,0.0,Cool Off,Missy Elliott,26125.0,-9.0,35434518.0,2534071.0,8.0,"['https://m.tiktok.com/h5/share/music/6818344822097577985.html?language=en&source=h5_m&u_code=e0ci4b55f8i5h3&_d=e0ci4b55f8i5h3&share_music_id=6818344822097577985', 'https://m.tiktok.com/h5/share/music/6818606246526978822.html?language=en&source=h5_m&u_code=e0chh621h9mg34&_d=e0chh621h9mg34&share_music_id=6818606246526978822', 'https://m.tiktok.com/h5/share/music/7033596889169709871.html?language=en&source=h5_m&u_code=e0chldi1k6e8ae&_d=e0chldi1k6e8ae&share_music_id=7033596889169709871']"
2886,+1686,0.0,Games,KYLE,19855.0,-59.0,21384519.0,1935753.0,7.0,"['https://m.tiktok.com/h5/share/music/5000000001374749427.html?language=en&source=h5_m&u_code=e0ci0m75847fj0&_d=e0ci0m75847fj0&share_music_id=5000000001374749427', 'https://m.tiktok.com/h5/share/music/6678986956715592453.html?language=en&source=h5_m&u_code=e0chhiji7mmjl7&_d=e0chhiji7mmjl7&share_music_id=6678986956715592453', 'https://m.tiktok.com/h5/share/music/6954797571760016134.html?language=en&source=h5_m&u_code=e0ci63blm691a9&_d=e0ci63blm691a9&share_music_id=6954797571760016134']"
2887,+400,0.0,Maria,grandson,57.0,0.0,14621.0,1679.0,1.0,['https://m.tiktok.com/h5/share/music/6704930133783873538.html?language=en&source=h5_m&u_code=e0ci2kjckkem69&_d=e0ci2kjckkem69&share_music_id=6704930133783873538']
2888,+979,0.0,"Spicy (feat. J Balvin, YG, Tyga & Post Malone) - Remix",Ty Dolla $ign,286.0,-3.0,4711862.0,429395.0,4.0,"['https://m.tiktok.com/h5/share/music/5000000001452818166.html?language=en&source=h5_m&u_code=e0chhbbeh0blh2&_d=e0chhbbeh0blh2&share_music_id=5000000001452818166', 'https://m.tiktok.com/h5/share/music/6924318441331657477.html?language=en&source=h5_m&u_code=e0ci94009mfga7&_d=e0ci94009mfga7&share_music_id=6924318441331657477', 'https://m.tiktok.com/h5/share/music/7049975186216766254.html?language=en&source=h5_m&u_code=e0ci1a21gj04g7&_d=e0ci1a21gj04g7&share_music_id=7049975186216766254']"
2889,-2470,0.0,Versace on the Floor,Bruno Mars,111.0,5.0,2747686.0,381673.0,2.0,"['https://m.tiktok.com/h5/share/music/7058286413099387694.html?language=en&source=h5_m&u_code=e0ci7f49a0i838&_d=e0ci7f49a0i838&share_music_id=7058286413099387694', 'https://m.tiktok.com/h5/share/music/7064882314907486981.html?language=en&source=h5_m&u_code=e0ci639fa50c6h&_d=e0ci639fa50c6h&share_music_id=7064882314907486981']"
2890,+390,0.0,Love Back (Stripped Back),Why Don't We,63.0,0.0,100422.0,5814.0,1.0,['https://m.tiktok.com/h5/share/music/7025968208406382594.html?language=en&source=h5_m&u_code=e0ci6kl075kh3l&_d=e0ci6kl075kh3l&share_music_id=7025968208406382594']
2891,+397,0.0,1973 - Acoustic,James Blunt,66.0,1.0,135586.0,7889.0,1.0,['https://m.tiktok.com/h5/share/music/6705032705085540353.html?language=en&source=h5_m&u_code=e0ci0190036j38&_d=e0ci0190036j38&share_music_id=6705032705085540353']
2892,+438,0.0,Fast Car,Jasmine Thompson,909.0,1.0,188755.0,22247.0,1.0,['https://m.tiktok.com/h5/share/music/222744648442847232.html?language=en&source=h5_m&u_code=e0chcf63380akc&_d=e0chcf63380akc&share_music_id=222744648442847232']
2893,+453,0.0,Live and Let Live (feat. Sam Martin),Robin Schulz,2.0,0.0,43563.0,3816.0,1.0,['https://m.tiktok.com/h5/share/music/6936154091160619782.html?language=en&source=h5_m&u_code=e0ci87cbejdg7f&_d=e0ci87cbejdg7f&share_music_id=6936154091160619782']
